Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
Nh¹c Phi 	3	6	4	24			214				enemy105	0	0	0	0	0	30	36																																																																											
Boss V©n BÊt Tµ 	0	5	1	0			201				enemy080	0	0	0	0	0	31	31																																																																											
V©n Bé ¦ng chñ 	3	6	0	2			188				enemy079	0	0	0	0	0	30	35																																																																											
L«i Bé Lang chñ 	3	6	3	2			187				enemy078	0	0	0	0	0	27	27																																																																											
ThiÖu Ngäc Phi talk	3	6	4	24			235				enemy126	0	0	0	0	0	36	27																																																																											
Ng­ Tè Ch©n talk	3	6	4	24			170				enemy061	0	0	0	0	0	30	36																																																																											
Tèng TÈu	3	6	0								passerby068_2	0	0	0	0	0	32	30																																																																											
Ch­a Dïng	0	5	0	1			165				boss011	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	1	1			165				boss011	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	2	1			165				boss011	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	3	1			165				boss011	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	4	1			165				boss011	0	0	0	0	0	37	38																																																																											
Boss Thøu ThÇn	0	5	0	0			84				ani042	0	0	0	0	0	20	20																																																																											
Ch­a Dïng	0	5	1	24			165				boss008	0	0	0	0	0	37	38																																																																											
Ch­a Dïng	0	5	3	24			165				boss012	0	0	0	0	0	37	38																																																																											
Boss S¸t Thñ thÇn bÝ 	0	5	3	2			245				enemy136	0	0	0	0	0	40	39																																																																											
Cäc gç 	0	5	0	0			304				enemy178	0	0	0	0	0	20	20																																																																											
Méc nh©n 	0	5	0	0			305				enemy179	0	0	0	0	0	20	20																																																																											
Bao c¸t 	0	5	0	0			306				enemy180	0	0	0	0	0	20	20																																																																											
Ngäc Hoµnh Tö	0	5	0	2			176				enemy067	0	0	0	0	0	36	36																																																																											
§ao S¬n Gi¸p	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
§«ng B¾c Hæ	0	5	0	2			43				ani001	0	0	0	0	0	36	36																																																																											
ThiÕt Gi¸p	0	5	0	2			191				enemy082	0	0	0	0	0	36	36																																																																											
Thæ PhØ	0	5	0	2			216				enemy107	0	0	0	0	0	36	36																																																																											
L·nh §ao	0	5	0	2			250				enemy141	0	0	0	0	0	36	36																																																																											
¦ng Lý	0	5	0	3			237				enemy128	0	0	0	0	0	36	36																																																																											
Phong S¬n	0	5	0	3			130				enemy021	0	0	0	0	0	36	36																																																																											
Phong ThÊt	0	5	0	3			145				enemy036	0	0	0	0	0	36	36																																																																											
Kim Binh	0	5	0	3			138				enemy029	0	0	0	0	0	36	36																																																																											
§ao KhÊu	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
ThiÕt T­îng	0	5	0	3			137				enemy028	0	0	0	0	0	36	36																																																																											
Phong ThÊt 2	0	5	0	3			195				enemy086	0	0	0	0	0	36	36																																																																											
Giíi LuËt ViÖn ®Çu täa Tr­êng B¹ch nam 	0	5	0	3			149				enemy040	0	0	0	0	0	36	36																																																																											
Ch­a dïng	0	5	4	24			112				boss006	0	0	0	0	0	24	33																																																																											
C©y th«ng 1	0	5	0	9							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 2	0	5	1	9							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 3	0	5	2	9							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 4	0	5	3	9							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 5	0	5	4	9							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 6	0	5	4	16							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 7	0	5	4	16							enemy197	0	0	0	0	0	14	14																																																																											
C©y th«ng 8	0	5	4	16							enemy197	0	0	0	0	0	14	14																																																																											
