SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsSkillPhysical	IsSkillMagic	IsSkillTrain
Thiªn NhÉn M©u Ph¸p	lzlsky301	172	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_mf.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					1	0	\script\skill\tianren.lua	addphysicsdamage_p	tianren_maofa	attackratingenhance_p	tianren_maofa	deadlystrikeenhance_p	tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		T¨ng hiÖu qu¶ sö dông kÝch	0	0	0
Thiªn NhÉn §ao Ph¸p	lzlsky301	173	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_df.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	addfiremagic_v	tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0	0	0
Ho¶ Liªn Ph©n Hoa 	lzlsky301	174	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_02.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	21	0	2	0	400	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	meleedamagereturn_p	huolian_fenhua	skill_cost_v	huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		Thiªn nhÉn tuyÖt kü, lµm gi¶m kh¶ n¨ng ph¶n ®ßn cña ®èi ph­¬ng	0	0	0
¶o ¶nh phi hå	lzlsky301	175	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_03.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	26	0	2	0	400	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	attackratingenhance_p	huanying_feihu	skill_cost_v	huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		Thiªn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng chiÕn ®Êu cña ®èi ph­¬ng	0	0	0
Liªt Ho¶ T×nh Thiªn	lzlsky301	176	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	400	0	1	5	4	3	90	0	16	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	3	0	0	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	liehuo_qingtian	firedamage_v	liehuo_qingtian	skill_eventskilllevel	liehuo_qingtian	missle_speed_v	liehuo_qingtian	seriesdamage_p	liehuo_qingtian	skill_cost_v	liehuo_qingtian	colddamage_v	liehuo_qingtian	addskilldamage1	liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		Thiªn nhÉn trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng	1	0	0
Th«i S¬n §iÒn H¶i	lzlsky301	177	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	400	0	5	5	4	0	91	-1	10	1	11	1	0	10	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	10	0	64		0					0	0	\script\skill\tianren.lua	firedamage_v	tuishan_tianhai	skill_eventskilllevel	tuishan_tianhai	skill_cost_v	tuishan_tianhai	seriesdamage_p	tuishan_tianhai	addskilldamage1	tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		Thiªn nhÉn trung cÊp, t¨ng hiÖu qu¶ Ho¶ s¸t	0	1	0
Phi Hång V« TÞch	lzlsky301	178	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_13.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	27	0	2	0	400	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	adddefense_v	feihong_wuji	skill_cost_v	feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		Thiªn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng phßng ngù cña ®èi ph­¬ng	0	0	0
BÝ T« Thanh Phong	lzlsky301	179	803	0	\spr\Ui\skill\±¯ÊéÇå·ç.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			58	0	2	0	440	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	fasthitrecover_v	beisu_qingfeng	skill_cost_v	beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		beisu_qingfeng		KhiÕn ®èi ph­¬ng kh«ng thÓ xoay së 	0	0	0
LÞch Ma §o¹t Hån	lzlsky301	180	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_23.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			28	0	2	0	400	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	addphysicsdamage_p	limo_duopo	skill_cost_v	limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		ThiÓn nhÉn dÞ thuËt, lµm gi¶m kh¶ n¨ng chiÕn ®Êu cña ®èi ph­¬ng	0	0	0
Thiªn Ma Gi¶I ThÓ	lzlsky301	181	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_43.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	0	0	30	0	2	0	400	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\tianren.lua	adddefense_v	tianmo_jieti	attackratingenhance_p	tianmo_jieti	addfiremagic_v	tianmo_jieti	addfiredamage_v	tianmo_jieti	castspeed_v	tianmo_jieti	fireenhance_p	tianmo_jieti	attackspeed_v	tianmo_jieti	skill_cost_v	tianmo_jieti	fasthitrecover_v	tianmo_jieti		tianmo_jieti		Thiªn nhÉn t©m ph¸p, gi¶m hiÖu qu¶ chiÕn ®Êu cña ®èi ph­¬ng	0	0	0
Th©u Thiªn Ho¸n NhËt	lzlsky301	182	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_22.spr	\spr\skill\ÌìÈÌ\mag_tr_09_ÍµÌì»»ÈÕ.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	60	0	0	0	4	1	92	0	1	1	9	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	3	0	100	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	toutian_huanri	firedamage_v	toutian_huanri	skill_eventskilllevel	toutian_huanri	seriesdamage_p	toutian_huanri	steallife_p	toutian_huanri	missle_speed_v	toutian_huanri	skill_attackradius	toutian_huanri	stealmana_p	toutian_huanri	missle_lifetime_v	toutian_huanri	addskilldamage1	toutian_huanri		MËt truyÒn kú c«ng, hót sinh lùc ®èi ph­¬ng vÒ m×nh	1	0	0
Ma DiÖm ThÊt S¸t	lzlsky301	183	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_41.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	570	0	1	0	4	6	93	1	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	1	184	0	0	0	0	0	0	0	60	20	-2	1	0	0	20	0	0	0				0	0	\script\skill\tianren.lua	firedamage_v	moyan_qisha	skill_eventskilllevel	moyan_qisha	fatallystrike_p	moyan_qisha	skill_attackradius	moyan_qisha	skill_cost_v	moyan_qisha	seriesdamage_p	moyan_qisha	addskilldamage1	moyan_qisha		moyan_qisha		moyan_qisha		moyan_qisha		Thiªn nhÉn chiªu thøc cao cÊp, ho¶ s¸t cùc kú lîi h¹i	0	1	0
Th­îng H¶i Minh NguyÖt	lzlsky301	184		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_42.spr		0	0	0	0	2	0	400	0	1	8	2	3	94	1	1	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	2	0	20	0				1	0	\script\skill\tianren.lua																						0	0	0	0
V©n Long KÝch	lzlsky301	185	801	0	\spr\Ui\skill\ÔÆÁú»÷.spr	\spr\skill\ÌìÈÌ\mag_tr_09_ÍµÌì»»ÈÕ.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	130	0	5	0	4	1	95	1	1	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	80	0	3	0	40	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	yunlong_ji	steallife_p	yunlong_ji	missle_speed_v	yunlong_ji	skill_eventskilllevel	yunlong_ji	deadlystrike_p	yunlong_ji	stealmana_p	yunlong_ji	firedamage_v	yunlong_ji	seriesdamage_p	yunlong_ji	skill_skillexp_v	yunlong_ji	skill_cost_v	yunlong_ji		M©u ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng c­c cao	1	0	1
Thiªn Ngo¹i L­u Tinh	lzlsky301	186	802	0	\spr\Ui\skill\Òµ»ð·Ù³Ç.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k009.wav	0	0	0	0	480	0	0	0	2	6	96	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	187	80	0	-2	1	0	0	1	0	0	0				0	0	\script\skill\tianren.lua	firedamage_v	tianwai_liuxing	seriesdamage_p	tianwai_liuxing	skill_cost_v	tianwai_liuxing	skill_eventskilllevel	tianwai_liuxing	skill_skillexp_v	tianwai_liuxing		tianwai_liuxing		tianwai_liuxing		tianwai_liuxing		tianwai_liuxing		tianwai_liuxing		Thiªn nhÉn ®ao ph¸p cao cÊp, s¸t th­¬ng trªn diÖn réng 	0	1	1
NghiÖp Ho¶ Ph©n Thµnh	lzlsky301	187		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_41.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	570	0	1	0	4	7	97	1	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	20	0	0	0				0	0	\script\skill\tianren.lua	firedamage_v	yehuo_fencheng	seriesdamage_p	yehuo_fencheng	stunenhance_p	yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		yehuo_fencheng		Thiªn nhÉn chiªu thøc cÊp cÊp, Ho¶ s¸t cùc kú lîi h¹i 	0	1	0
NhiÕp Hån Lo¹n T©m	lzlsky301	188	803	0	\spr\Ui\skill\Éã»êÂÒÐÄ.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			59	0	2	0	500	0	0	0	4	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\tianren.lua	attackratingenhance_p	shehun_luanxin	adddefense_v	shehun_luanxin	addphysicsdamage_p	shehun_luanxin	fasthitrecover_v	shehun_luanxin	lifereplenish_v	shehun_luanxin	deadlystrikeenhance_p	shehun_luanxin	skill_cost_v	shehun_luanxin		shehun_luanxin		shehun_luanxin		shehun_luanxin	\script\skill\uptn.lua	Thiªn nhÉn chiÕn ®Êu t©m ph¸p, gi¶m kh¶ n¨ng chiÕn ®èi cña ®èi ph­¬ng 	0	0	0
Né L«i ChØ	lzlsky301	189	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	1	98	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudang.lua	lightingdamage_v	nulei_zhi	skill_eventskilllevel	nulei_zhi	missle_speed_v	nulei_zhi	skill_attackradius	nulei_zhi	skill_cost_v	nulei_zhi	seriesdamage_p	nulei_zhi	addskilldamage1	nulei_zhi	addskilldamage2	nulei_zhi		nulei_zhi		nulei_zhi		Vâ ®ang chiªu thøc nhËp m«n, tÊn c«ng ®èi ph­¬ng ®¬n lÎ	0	1	0
Th­îng H¶I Minh NguyÖt	lzlsky301	190	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_13.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	480	0	0	0	5	1	99	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	1	0	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	canghai_mingyue	lightingdamage_v	canghai_mingyue	skill_eventskilllevel	canghai_mingyue	missle_speed_v	canghai_mingyue	skill_attackradius	canghai_mingyue	skill_cost_v	canghai_mingyue	seriesdamage_p	canghai_mingyue	addskilldamage1	canghai_mingyue	addskilldamage2	canghai_mingyue		canghai_mingyue		KiÕm ph¸p nhËp m«n, tÊn c«ng kÎ ®Þch ®¬n lÎ	1	0	0
Vâ §ang QuyÒn Ph¸p	lzlsky301	191	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_qf.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	addlightingmagic_v	wudang_quanfa	manashield_p	wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		wudang_quanfa		T¨ng hiÖu qu¶ ch­ëng ph¸p vâ ®ang	0	0	0
Vâ §ang KiÕm Ph¸p	lzlsky301	192	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_jf.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0		0					1	0	\script\skill\wudang.lua	addphysicsdamage_p	wudang_jianfa	attackratingenhance_p	wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		wudang_jianfa		T¨ng hiÖu qu¶ sö dông kiÕm	0	0	0
ThÊt Tinh TrËn	lzlsky301	193	13	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_23.spr				20	1	2	0	400	0	0	0	5	7	194	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	attackratingenhance_p	qingxing_zhen	adddefense_v	qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		Kú m«n trÊn ph¸p, t¨ng hiÖu qu¶ chiÕn ®Êu cho ®ång ®éi	0	0	0
Vßng ThÊt Tinh TrËn	lzlsky301	194		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_23.spr				20	0	2	0	180	0	0	0	5	3	60	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	attackratingenhance_p	qingxing_zhen	adddefense_v	qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen			0	0	0
B¾c CÊp NhÞ Phôc	lzlsky301	195	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	6	100	1	1	1	11	1	0	5	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua	lightingdamage_v	boji_erfu	stun_p	boji_erfu	skill_eventskilllevel	boji_erfu	skill_attackradius	boji_erfu	skill_cost_v	boji_erfu	seriesdamage_p	boji_erfu	addskilldamage1	boji_erfu		boji_erfu		boji_erfu		boji_erfu		Trung cÊp chiªu thøc, tÊn c«ng cïng lóc nhiÒu ®èi thñ	0	1	0
KiÕm PhÝ K×nh Thiªn	lzlsky301	196	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_22.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	400	0	0	0	5	6	101	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	jianfei_jingtian	lightingdamage_v	jianfei_jingtian	skill_eventskilllevel	jianfei_jingtian	skill_attackradius	jianfei_jingtian	skill_cost_v	jianfei_jingtian	seriesdamage_p	jianfei_jingtian	addskilldamage1	jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		jianfei_jingtian		Trung cÊp chiªu thøc, s¸t th­¬ng trong ph¹m vi nhá	1	0	0
ThÕ V©n Tung	lzlsky301	197	31	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_21.spr				0	0	3	0	400	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	fastwalkrun_p	tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		tiyun_zong		TuyÖt kü khinh c«ng, t¨ng kh¶ n¨ng di chuyÓn	0	0	0
To¹ Väng V« Ng¶	lzlsky301	198	32	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_12.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			19	0	2	0	400	0	0	0	5	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	manashield_p	zuowang_wuwo	skill_cost_v	zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		zuowang_wuwo		§éc m«n t©m ph¸p, dïng Néi lùc bæ khuyÕt cho Sinh lùc	0	0	0
Th¸i Cùc ThÇn C«ng	lzlsky301	199	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_41.spr				0	0	3	0	400	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\wudang.lua	castspeed_v	taiji_shengong	addlightingdamage_v	taiji_shengong	attackspeed_v	taiji_shengong	manareplenish_v	taiji_shengong	deadlystrikeenhance_p	taiji_shengong	manamax_p	taiji_shengong	lightingenhance_p	taiji_shengong		taiji_shengong		taiji_shengong		taiji_shengong		ChÝ cao t©m ph¸p, t¨ng kh¶ n¨ng chiÕn ®Êu toµn diÖn	0	0	0
V« Ng· V« KiÕm	lzlsky301	200	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_43.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	400	0	1	0	5	2	102	0	8	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua	lightingdamage_v	wuwo_wujian	skill_eventskilllevel	wuwo_wujian	missle_speed_v	wuwo_wujian	skill_attackradius	wuwo_wujian	skill_cost_v	wuwo_wujian	stun_p	wuwo_wujian	seriesdamage_p	wuwo_wujian	skill_misslenum_v	wuwo_wujian	addskilldamage1	wuwo_wujian		wuwo_wujian		QuyÒn ph¸p cao cÊp, s¸t th­¬ng cùc kú hiÖu qu¶	0	1	0
Tam Hoµn Th¶o NguyÖt	lzlsky301	201	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr		\sound\skill\sound_k003.wav	0	0	0	0	1	90	5	2	5	1	1	103	0	3	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	0	1	20	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	sanhuan_taoyue	attackratingenhance_p	sanhuan_taoyue	seriesdamage_p	sanhuan_taoyue	stun_p	sanhuan_taoyue	lightingdamage_v	sanhuan_taoyue	skill_eventskilllevel	sanhuan_taoyue	missle_speed_v	sanhuan_taoyue	skill_cost_v	sanhuan_taoyue	addskilldamage1	sanhuan_taoyue		sanhuan_taoyue		Thai Cuc Kiem phap cao cap, phong 3 kiem tieu diet doi phuong.	1	0	0
Thiªn §Þa V« Cùc	lzlsky301	202	902	0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	480	0	0	0	5	6	104	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua	lightingdamage_v	tiandi_wuji	skill_cost_v	tiandi_wuji	stun_p	tiandi_wuji	missle_lifetime_v	tiandi_wuji	seriesdamage_p	tiandi_wuji	skill_skillexp_v	tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		tiandi_wuji		Vâ ®ang quyÒn ph¸p tèi cao, liÖn tôc xuÊt chiªu tiªu diÖt ®èi ph­¬ng 	0	1	1
Nh©n KiÕm Hîp NhÊt	lzlsky301	203	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_33.spr		\sound\skill\sound_k003.wav	0	0	0	0	1	90	5	2	6	5	1	105	-1	3	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	204	0	0	0	1	205	0	0	80	0	0	1	35	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	renjian_heyi	attackratingenhance_p	renjian_heyi	stealmana_p	renjian_heyi	skill_cost_v	renjian_heyi	lightingdamage_v	renjian_heyi	missle_speed_v	renjian_heyi	skill_eventskilllevel	renjian_heyi	seriesdamage_p	renjian_heyi	skill_skillexp_v	renjian_heyi	deadlystrike_p	renjian_heyi		KiÕm ph¸p tuyÖt ®Ønh, c«ng thñ toµn diÖn 	1	0	1
Minh NguyÖt V« T©m 	lzlsky301	204		0		\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	7	106	-1	1	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua	stun_p	taiji_jianyi	seriesdamage_p	taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		???????????????????¡è???????????????¡§??¡§????¡è???¨¬????????	0	0	0
